Kernel Name,Block Size,Grid Size,metric,Value
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),gpu__time_duration.sum,985.344000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),gpu__time_duration.sum,102.528000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),gpu__time_duration.sum,812.864000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),gpu__time_duration.sum,481.984000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_read.sum,512.000000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_read.sum,640.000000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_read.sum,512.000000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_read.sum,640.000000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_write.sum,0.000000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_write.sum,0.000000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_write.sum,0.000000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),dram__bytes_write.sum,0.000000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read.sum,12.000000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read.sum,12.000000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read.sum,12.000000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read.sum,12.000000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_write.sum,4.000000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_write.sum,4.000000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_write.sum,4.000000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_write.sum,4.000000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sector_hit_rate.pct,98.110264
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sector_hit_rate.pct,98.370319
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sector_hit_rate.pct,113.310044
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sector_hit_rate.pct,98.058252
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active,0.000111
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active,0.000307
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active,0.000261
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active,0.000206
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),smsp__inst_executed.sum,24.000000
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),smsp__inst_executed.sum,24.000000
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),smsp__inst_executed.sum,24.000000
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),smsp__inst_executed.sum,24.000000
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_hit,8.0
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_hit,8.0
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_hit,8.0
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_hit,8.0
prefetch_kernel_load_128_prefetch_0(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_miss,8.0
prefetch_kernel_load_128_prefetch_64(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_miss,8.0
prefetch_kernel_load_128_prefetch_128(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_miss,8.0
prefetch_kernel_load_128_prefetch_256(const float *, float *),(8, 1, 1),(1, 1, 1),lts__t_sectors_srcunit_tex_op_read_lookup_miss,8.0
